CISP;ano;mes;roubo_carga;LAT;LONG;Nome das CISP’s;mes/ano
CISP5 (Mem de Sá);2003;4;0.011122584214307542;-22.909893;-43.184305;Mem de Sá;4/2003
CISP5 (Mem de Sá);2003;5;0.008983161303935162;-22.909893;-43.184305;Mem de Sá;5/2003
CISP5 (Mem de Sá);2003;6;0.009996618227247383;-22.909893;-43.184305;Mem de Sá;6/2003
CISP5 (Mem de Sá);2003;7;0.019896148209859923;-22.909893;-43.184305;Mem de Sá;7/2003
CISP5 (Mem de Sá);2003;8;0.023836052932709916;-22.909893;-43.184305;Mem de Sá;8/2003
CISP5 (Mem de Sá);2003;9;0.050621977221070855;-22.909893;-43.184305;Mem de Sá;9/2003
CISP5 (Mem de Sá);2003;10;0.036671324678145815;-22.909893;-43.184305;Mem de Sá;10/2003
CISP5 (Mem de Sá);2003;11;0.022532447127851567;-22.909893;-43.184305;Mem de Sá;11/2003
CISP5 (Mem de Sá);2003;12;0.03884331798234969;-22.909893;-43.184305;Mem de Sá;12/2003
CISP5 (Mem de Sá);2004;1;0.012529358105015357;-22.909893;-43.184305;Mem de Sá;1/2004
CISP5 (Mem de Sá);2004;2;0.0;-22.909893;-43.184305;Mem de Sá;2/2004
CISP5 (Mem de Sá);2004;3;0.04298466730557585;-22.909893;-43.184305;Mem de Sá;3/2004
CISP5 (Mem de Sá);2004;4;0.022594175836009728;-22.909893;-43.184305;Mem de Sá;4/2004
CISP5 (Mem de Sá);2004;5;0.0199810218445785;-22.909893;-43.184305;Mem de Sá;5/2004
CISP5 (Mem de Sá);2004;6;0.016087063321961755;-22.909893;-43.184305;Mem de Sá;6/2004
CISP5 (Mem de Sá);2004;7;0.0;-22.909893;-43.184305;Mem de Sá;7/2004
CISP5 (Mem de Sá);2004;8;0.04745091539022108;-22.909893;-43.184305;Mem de Sá;8/2004
CISP5 (Mem de Sá);2004;9;0.0;-22.909893;-43.184305;Mem de Sá;9/2004
CISP5 (Mem de Sá);2004;10;0.03392936156684044;-22.909893;-43.184305;Mem de Sá;10/2004
CISP5 (Mem de Sá);2004;11;0.02590132179407867;-22.909893;-43.184305;Mem de Sá;11/2004
CISP5 (Mem de Sá);2004;12;0.02030277192394713;-22.909893;-43.184305;Mem de Sá;12/2004
